title,description,category,averageRating,ratingsCount,thumbnail,authors,cluster
Missing Links,"In this landmark book, the UN-commissioned Gender Working Group outlines its policy proposals for national science and technology programs. Its goal is to ensure that women and men have equal access to and benefit equally from science and technology. The proposals are supported by essays written by distinguished scholars and experts.",Electronic books,0.0,0.0,http://books.google.com/books/content?id=EI9c_368ovcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"United Nations Commission on Science and Technology for Development. Gender Working Group, International Development Research Centre (Canada)",0
Postphenomenology,"Postphenomenology is a fascinating investigation of the relationships between global culture and technology. The impressive range of subjects to which Don Ihde applies his skill as a phenomenologist is unified by what he describes as ""a concern which arises with respect to one of the now major trends of Euro-American philosophy--its textism."" He adds, ""I show my worries to be less about the loss of subjects or authors, than I do about [there] not being bodies or perceivers.""",Philosophy,0.0,0.0,http://books.google.com/books/content?id=l49PYEDFSbgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Don Ihde,0
Whose Global Village?,"1. Technology myths and histories -- 2. Digital stories from the developing world -- 3. Native Americans, networks, and technology -- 4. Multiple voices : performing technology and knowledge -- 5. Taking back our media.",Computers,0.0,0.0,http://books.google.com/books/content?id=3JhVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ramesh Srinivasan,0
The End of Work,"In this compelling, disturbing, and ultimately hopeful book, Jeremy Rifkin argues that we are entering a new phase in history - one characterised by the steady and inevitable decline of jobs.",Business & Economics,3.0,1.0,http://books.google.com/books/content?id=GjGZEVddXSYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Jeremy Rifkin,2
"Digital Youth, Innovation, and the Unexpected","How emergent practices and developments in young people's digital media can result in technological innovation or lead to unintended learning experiences and unanticipated social encounters. Young people's use of digital media may result in various innovations and unexpected outcomes, from the use of videogame technologies to create films to the effect of home digital media on family life. This volume examines the core issues that arise when digital media use results in unintended learning experiences and unanticipated social encounters. The contributors examine the complex mix of emergent practices and developments online and elsewhere that empower young users to function as drivers of technological change, recognizing that these new technologies are embedded in larger social systems, school, family, friends. The chapters consider such topics as (un)equal access across economic, racial, and ethnic lines; media panics and social anxieties; policy and Internet protocols; media literacy; citizenship vs. consumption; creativity and collaboration; digital media and gender equity; shifting notions of temporality; and defining the public/private divide. Contributors Steve Anderson, Anne Balsamo, Justine Cassell, Meg Cramer, Robert A. Heverly, Paula K Hooper, Sonia Livingstone, Henry Lowood, Robert Samuels, Christian Sandvig, Ellen Seiter, Sarita Yardi",Computers,0.0,0.0,http://books.google.com/books/content?id=2QyvC0W4PZwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Tara McPherson,0
"Technology, Society and Sustainability","This collection is a multidisciplinary and multicultural contribution to the current sustainability discourse. It is focused on two main dimensions of our world: complexity and diversity. Desirable and urgent transition of socio-technological systems toward a sustainability trajectory of development requires a better understanding of technological trends and social transformations. General advancement of technology does not produce identical changes in various societies, differentiated economically and culturally. Moreover, the abilities to approach sustainable development change over time and space. As a result there is a constant need for continuing research, analyses, and discussions concerning changing contexts and adequacy of strategies and policies. Authors from twelve countries and of different academic and cultural settings present their insights, analyses and recommendations. The collection is focused both on contexts and on activities leading to sustainable trajectories in various domains of economy and social life. Continuing research and discussion is needed to better understand these challenges and to prepare the appropriate strategies and solutions. Development of socio-technological systems is nowadays very complex; moreover, the world we live in is extremely diverse. Therefore, sustainability discourse must be ongoing, introducing new ideas, concepts, theories, evidence and experience by various parties—academics, professionals, and practitioners.",Science,0.0,0.0,http://books.google.com/books/content?id=VyRBDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Lech W. Zacher,0
Natural-born Cyborgs,About the effects of modern technology on human intelligence.,Computers,0.0,0.0,http://books.google.com/books/content?id=6nw8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Andy Clark,0
Technology and the Good Life?,"Can we use technology in the pursuit of a good life, or are we doomed to having our lives organized and our priorities set by the demands of machines and systems? How can philosophy help us to make technology a servant rather than a master? Technology and the Good Life? uses a careful collective analysis of Albert Borgmann's controversial and influential ideas as a jumping-off point from which to address questions such as these about the role and significance of technology in our lives. Contributors both sympathetic and critical examine Borgmann's work, especially his ""device paradigm""; apply his theories to new areas such as film, agriculture, design, and ecological restoration; and consider the place of his thought within philosophy and technology studies more generally. Because this collection carefully investigates the issues at the heart of how we can take charge of life with technology, it will be a landmark work not just for philosophers of technology but for students and scholars in the many disciplines concerned with science and technology studies.",Science,4.0,1.0,http://books.google.com/books/content?id=smWN92nAU54C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Eric Higgs, Andrew Light, David Strong",1
A Dictionary of Chemical Engineering,"This new dictionary provides a quick and authoritative point of reference for chemical engineering, covering areas such as materials, energy balances, reactions, and separations. It also includes relevant terms from the areas of chemistry, physics, mathematics, and biology.",Reference,0.0,0.0,http://books.google.com/books/content?id=lm_1AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Carl Schaschke,0
Neuroanatomy,"If you can't draw it, you don't know it:"" that was the rule of the late neuroanatomist William DeMyer, MD. Yet books do not encourage us to draw and redraw neuroanatomy. This book teaches neuroanatomy through step-by-step instruction of how to draw neuroanatomical pathways and structures. Its instructive language is highly engaging. Users draw neuroanatomical structures and pathways in several steps so they are remembered and use mental and physical mnemonics to demonstrate difficult anatomical rotations and directional pathways. Many neuroanatomy textbooks are great references, but fail to provide a working knowledge of neuroanatomy, and many neuroanatomy handbooks provide bedside pearls, but are too concise to be fully satisfactory. This instructional workbook teaches a comprehensive, but practical approach to neuroanatomy; it includes references where necessary but steers users toward key clinical features.",Medical,0.0,0.0,http://books.google.com/books/content?id=vHCixtdk0mcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Adam Fisch,0
IBrain,"Their insights are extraordinary, their behaviors unusual. Their brains—shaped by the era of microprocessors, access to limitless information, and 24-hour news and communication—are remapping, retooling, and evolving. They're not superhuman. They're your twenty-something coworkers, your children, and your competition. Are you keeping up? In iBrain, Dr. Gary Small, one of America's leading neuroscientists and experts on brain function and behavior, explores how technology's unstoppable march forward has altered the way young minds develop, function, and interpret information. iBrain reveals a new evolution catalyzed by technological advancement and its future implications: Where do you fit in on the evolutionary chain? What are the professional, social, and political impacts of this new brain evolution? How must you adapt and at what price? While high-tech immersion can accelerate learning and boost creativity, it also has its glitches, among them the meteoric rise in ADD diagnoses, increased social isolation, and Internet addiction. To compete and thrive in the age of brain evolution, and to avoid these potential drawbacks, we must adapt, and iBrain—with its Technology Toolkit—equips all of us with the tools and strategies needed to close the brain gap.",Computers,4.0,1.0,http://books.google.com/books/content?id=Df0gAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gary Small, Gigi Vorgan",1
Ancient Egyptian Materials and Technology,The book describes current research into all aspects of craftwork in ancient Egypt.,History,3.0,2.0,http://books.google.com/books/content?id=Vj7A9jJrZP0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Paul T. Nicholson, Ian Shaw",2
Power System Analysis and Design,"The objective of this book is to present methods of power system analysis and design, particularly with the aid of a personal computer, in sufficient depth to give the student the basic theory at the undergraduate level.",Technology & Engineering,4.5,3.0,http://books.google.com/books/content?id=BedSAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"J. Duncan Glover, Mulukutla S. Sarma",1
The Knowledge,"One of the brightest young scientists of his generation presents an original guide to the fundamentals of science and how it built the modern world that proposes that the key to preserving civilization in an apocalyptic scenario is to provide a quick start guide, adapted to cataclysmic circumstances.",Reference,0.0,0.0,http://books.google.com/books/content?id=_uBdngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Lewis Dartnell,0
Mortal Engines 2. Predator's Gold,"MORTAL ENGINES launched Philip Reeve's brilliantly-imagined creation, the world of the Traction Era, where mobile cities fight for survival in a post-apocalyptic future. Now, in time for the film debut, the critically acclaimed MORTAL ENGINES quartet is repackaged with a fantastic and eye-catching cover featuring new artwork. In the second brilliant installment of Philip Reeve's award-winning quartet, Tom and Hester's airship is drifting over the vast Ice Wastes, crippled by the fanatical aviators of the Anti-Tractionists. The fast-moving ice city of Anchorage offers sanctuary. But it is no safe refuge. Devastated by plague and haunted by ghosts, Anchorage is heading for the Dead Continent of America...",Unknown,0.0,0.0,http://books.google.com/books/content?id=triAtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Philip Reeve,0
Standard Handbook for Electrical Engineers,"This bible for electrical engineering gives professionals extensive, component-by-component details they need in one complete volume. The handbook brings together state-of-the-art industry practices and techniques, formulas, theorems, illustrations, and more, making the field's technology more accessible than ever.",Technology & Engineering,0.0,0.0,http://books.google.com/books/content?id=RIdQAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Donald G. Fink, H. Wayne Beaty",0
The Metaphysics of Virtual Reality,"The author, known as the ""philosopher of cyberspace,"" asks how people will perceive their world change when they can immerse themselves in computer simulations of any imagined world. He discusses such topics as the effect of word-processing on the English language, the new kind of literacy promised by Hypertext, how computers have altered people's thought habits, how people will distinguish between virtual and real reality, and the appearance of virtual reality in popular culture. A glossary of terms is included. Annotation copyright by Book News, Inc., Portland, OR",Computers,0.0,0.0,http://books.google.com/books/content?id=rcbaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Michael Heim,0
Circuit Analysis,"Provides an introduction to the theory, design, and analysis of electrical circuits. Covers direct and alternating current, capacitance, inductance, magnetism, simple transients, transformers, Fourier series, methods of analysis and more. Conceptual material is supported by illustrations and diagrams, as well as step-by-step examples, exercises and hands-on activities.",Electric circuit analysis,0.0,0.0,http://books.google.com/books/content?id=5UiGuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Allan Robbins, Wilhelm C. Miller",0
Critical Theory of Technology,"This pathbreaking book argues that the roots of the degradation of labor, education, and the environment lie not in technology per se but in the cultural values embodied in its design.",Language Arts & Disciplines,0.0,0.0,http://books.google.com/books/content?id=jmpRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Andrew Feenberg,0
John Dewey's Pragmatic Technology,".."". a comprehensive canvass of Dewey s logic, metaphysics, aesthetics, philosophy of history, and social thought."" Choice .."". a major addition to the recent accumulation of in-depth studies of Dewey."" Journal of Speculative Philosophy ""Larry Hickman has done an exemplary job in demonstrating the relevance of John Dewey s philosophy to modern-day discussions of technology."" Ethics""",Philosophy,0.0,0.0,http://books.google.com/books/content?id=iEtxp0zg-egC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Larry A. Hickman,0
The Religion of Technology,"Arguing against the widely held belief that technology and religion are at war with each other, David F. Noble's groundbreaking book reveals the religious roots and spirit of Western technology. It links the technological enthusiasms of the present day with the ancient and enduring Christian expectation of recovering humankind's lost divinity. Covering a period of a thousand years, Noble traces the evolution of the Western idea of technological development from the ninth century, when the useful arts became connected to the concept of redemption, up to the twentieth, when humans began to exercise God-like knowledge and powers.",History,0.0,0.0,http://books.google.com/books/content?id=9PXXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,David F. Noble,0
The Gecko's Foot,"A cutting-edge science book in the style of Fermat s Last Theorem and Chaos from an exciting and accessible new voice in popular science writing. Bio-inspiration is a form of engineering but not in the conventional sense. Extending beyond our established and preconceived notions, scientists, architects and engineers are looking at imitating nature by manufacturing 'wet' materials such as spider silk or the surface of the gecko's foot. The amazing power of the gecko's foot has long been known it can climb a vertical glass wall and even walk upside down on the ceiling but no ideas could be harnessed from it because its mechanism could not be seen with the power of optical microscopes. Recently however the secret was solved by a team of scientists in Oregon who established that the mechanism really is dry, and that it does not involve suction, capillary action or anything else the lay person might imagine. Each foot has half a million bristles and each bristle ramifies into hundreds of finer spatula-shaped projections. The fine scale of the gecko's foot is beyond the capacity of conventional microengineering, but a team of nanotechnologists have already made a good initial approximation. The gecko's foot is just one of many examples of this new 'smart' science. We also discover, amongst other things, how George de Mestral's brush with the spiny fruits of the cocklebur inspired him to invent Velcro; how the shape of leaves opening from a bud has inspired the design of solar-powered satellites; and the parallels between cantilever bridges and the spines of large mammals such as the bison. The new 'smart' science of Bio-inspiration is going to produce a plethora of products over the next decades that will transform our lives, and force us to look at the world in a completely new way. It is science we will be reading about in our papers very soon; it is the science of tomorrow's world.""",Science,0.0,0.0,http://books.google.com/books/content?id=RMMeAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Peter Forbes,0
Industrial Society and Its Future: Unabomber Manifesto,"Industrial Society and Its Future, widely called the Unabomber Manifesto, is a essay by Ted Kaczynski contending that the Industrial Revolution began a harmful process of technology destroying nature, while forcing humans to adapt to machines, and creating a sociopolitical order that suppresses human freedom and potential. The manifesto formed the ideological foundation of Kaczynski's 1978-1995 mail bomb campaign, designed to protect wilderness by hastening the collapse of industrial society. Theodore Kaczynski rejected modern society and moved to a primitive cabin in the woods of Montana. There, he began building bombs, which he sent to professors and executives to express his disdain for modern society, and to work on his magnum opus, Industrial Society and Its Future, forever known to the world as the Unabomber Manifesto. Responsible for three deaths and more than twenty casualties over two decades, he was finally identifed and apprehended when his brother recognized his writing style while reading the 'Unabomber Manifesto.' The piece, written under the pseudonym FC (Freedom Club) was published in the New York Times after his promise to cease the bombing if a major publication printed it in its entirety. Attorney General Janet Reno authorized the printing to help the FBI identify the author.",Political Science,0.0,0.0,http://books.google.com/books/content?id=UVSVzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Theodore John Kaczynski,0
Fundamentals of Logic Design,"Updated with modern coverage, a streamlined presentation, and an excellent CD-ROM, this fifth edition achieves a balance between theory and application. Author Charles H. Roth, Jr. carefully presents the theory that is necessary for understanding the fundamental concepts of logic design while not overwhelming students with the mathematics of switching theory. Divided into 20 easy-to-grasp study units, the book covers such fundamental concepts as Boolean algebra, logic gates design, flip-flops, and state machines. By combining flip-flops with networks of logic gates, students will learn to design counters, adders, sequence detectors, and simple digital systems. After covering the basics, this text presents modern design techniques using programmable logic devices and the VHDL hardware description language.",Computers,0.0,0.0,http://books.google.com/books/content?id=SgsoAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Charles H. Roth,0
Handbook of Nuclear Chemistry,"Impressive in its overall size and scope, this five-volume reference work provides researchers with the tools to push them into the forefront of the latest research. The Handbook covers all of the chemical aspects of nuclear science starting from the physical basics and including such diverse areas as the chemistry of transactinides and exotic atoms as well as radioactive waste management and radiopharmaceutical chemistry relevant to nuclear medicine. The nuclear methods of the investigation of chemical structure also receive ample space and attention. The international team of authors consists of 77 world-renowned experts - nuclear chemists, radiopharmaceutical chemists and physicists - from Austria, Belgium, Germany, Great Britain, Hungary, Holland, Japan, Russia, Sweden, Switzerland and the United States. The Handbook is an invaluable reference for nuclear scientists, biologists, chemists, physicists, physicians practicing nuclear medicine, graduate students and teachers - virtually all who are involved in the chemical and radiopharmaceutical aspects of nuclear science. The Handbook also provides for further reading through its rich selection of references.",Medical,0.0,0.0,http://books.google.com/books/content?id=0skQvMEa8EYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Attila Vértes, Sándor Nagy, Zoltán Klencsár",0
"Technology, Management & Society","Monograph comprising essays on the social implications of technological change, with emphasis on the impact of modern technology on management - covers the evolution of management objectives and planning, innovation, managerial approaches to computerization, trends in the development of information science, etc. References.",Business & Economics,0.0,0.0,http://books.google.com/books/content?id=FvqZAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Peter Ferdinand Drucker,0
Relationscapes,"With Relationscapes, Erin Manning offers a new philosophy of movement challenging the idea that movement is simple displacement in space, knowable only in terms of the actual. Exploring the relation between sensation and thought through the prisms of dance, cinema, art, and new media, Manning argues for the intensity of movement. From this idea of intensity -- the incipiency at the heart of movement -- Manning develops the concept of preacceleration, which makes palpable how movement creates relational intervals out of which displacements take form. Discussing her theory of incipient movement in terms of dance and relational movement, Manning describes choreographic practices that work to develop with a body in movement rather than simply stabilizing that body into patterns of displacement. She examines the movement-images of Leni Riefenstahl, �tienne-Jules Marey, and Norman McLaren (drawing on Bergson's idea of duration), and explores the dot-paintings of contemporary Australian Aboriginal artists. Turning to language, Manning proposes a theory of prearticulation claiming that language's affective force depends on a concept of thought in motion. Relationscapes takes a ""Whiteheadian perspective,"" recognizing Whitehead's importance and his influence on process philosophers of the late twentieth century -- Deleuze and Guattari in particular. It will be of special interest to scholars in new media, philosophy, dance studies, film theory, and art history.",Movement (Philosophy),0.0,0.0,http://books.google.com/books/content?id=3U4FuhDsxukC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Erin Manning,0
Media in the Global Context,"This book investigates ways in which global media coverage of conflicts affects the worldviews of the social and cultural values of nationals from the war regions. It identifies the cultural patterns in remote communities that have been ‘diluted’ by IT and the extent to which the changes impacted the values of the indigenes. It also describes the role that IT especially social media and broadcast media play in the understanding of war among residents in highly wired and remote communities, respectively.",Social Science,0.0,0.0,http://books.google.com/books/content?id=PO6_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Emmanuel K. Ngwainmbi,0
Introduction to Fourier Optics,"This renowned text applies the powerful mathematical methods of fourier analysis to the analysis and synthesis of optical systems. These ubiquitous mathematical tools provide unique insights into the capabilities and limitations of optical systems in both imaging and information processing and lead to many fascinating applications, including the field of holography.",Family & Relationships,0.0,0.0,http://books.google.com/books/content?id=jMcsmwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Joseph W. Goodman,0
Handbook of Batteries,"BETTER BATTERIES Smaller, lighter, more powerful, and longer-lasting: the better battery is a much-sought commodity in the increasingly portable, ever-more-wireless world of electronics. Powering laptops, handhelds, cell phones, pagers, watches, medical devices, and many other modern necessitites, batteries are crucial to today's cutting-edge technologies. BEST CHOICE FOR BATTERY DESIGN AND EVALUATION This definitive guide from top international experts provides the best technical guidance you can find on designing winning products and selecting the most appropriate batteries for particular applications. HANDBOOK OF BATTERIES covers the field from the tiniest batteries yet devised for life-critical applications to the large batteries required for electric and hybrid electric vehicles. EXPERT INFORMATION Edited by battery experts David Linden, battery consultant and editor of the first two editions, and Dr. Thomas Reddy, a pioneer in the lithium battery field, HANDBOOK OF BATTERIES updates you on current methods, helps you solve problems, and makes comparisons easier. Essential for professionals, valuable to hobbyists, and preferred as a consumer guide for battery purchasers, this the THE source for battery information. The only comprehensive reference in the field, HANDBOOK OF BATTERIES has more authoritative information than any other source: * Authored by a team of leading battery technology experts from around the globe * Covers the characteristics, properties, and performance of every major battery type * Entirely revised, including new information on Lithium Ion and Large Nickel Metal Hydride batteries, and portable fuel cells. This one-of-a-kind HANDBOOK helps you: * Apply leading-edge technologies, materials, and methods in new designs and products * Predict battery performance under any conditions * Have all the needed data and equations at your fingertips",Technology & Engineering,0.0,0.0,http://books.google.com/books/content?id=M-9SAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"David Linden, Thomas Reddy",0
Industrial Society and Its Future,"The Unabomber's Manifesto reprinted from the September 19, 1995, publication in The New York Times.",Radicalism,5.0,2.0,http://books.google.com/books/content?id=aup-tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Theodore John Kaczynski,1
Technology and Society,"Technology and Society traces the history of developments in science and technology from the Stone Age to modern times. It analyses how cultural attitudes and values have influenced their development and use, as well as the ways that technology in turn has influenced our lives, morals and culture, for better and for worse. The book also looks at recent developments in information and space technology, and closely examines the many facets of our prospects for survival in a safe and sustained world. Students of science and the humanities, as well as general readers interested in the subjects will find this lucid, engaging text an invaluable introduction to this vast, exciting and essential topic.",Technological innovations,4.0,1.0,http://books.google.com/books/content?id=jxkpXtyDk-4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,R. V. G. Menon,1
The Age of Surveillance Capitalism,"THE TOP 10 SUNDAY TIMES BESTSELLER'Everyone needs to read this book as an act of digital self-defense.' -- Naomi Klein, Author of No Logo, the Shock Doctrine, This Changes Everything and No is Not EnoughThe challenges to humanity posed by the digital future, the first detailed examination of the unprecedented form of power called ""surveillance capitalism,"" and the quest by powerful corporations to predict and control us.The heady optimism of the Internet's early days is gone. Technologies that were meant to liberate us have deepened inequality and stoked divisions. Tech companies gather our information online and sell it to the highest bidder, whether government or retailer. Profits now depend not only on predicting our behaviour but modifying it too. How will this fusion of capitalism and the digital shape our values and define our future? Shoshana Zuboff shows that we are at a crossroads. We still have the power to decide what kind of world we want to live in, and what we decide now will shape the rest of the century. Our choices: allow technology to enrich the few and impoverish the many, or harness it and distribute its benefits. The Age of Surveillance Capitalism is a deeply-reasoned examination of the threat of unprecedented power free from democratic oversight. As it explores this new capitalism's impact on society, politics, business, and technology, it exposes the struggles that will decide both the next chapter of capitalism and the meaning of information civilization. Most critically, it shows how we can protect ourselves and our communities and ensure we are the masters of the digital rather than its slaves.",Capitalism,0.0,0.0,http://books.google.com/books/content?id=i_asswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Shoshana Zuboff,0
George Westinghouse,"This is a biography of Westinghouse, genius inventor from railroad and gas distribution equipment to the corporate model of invention and research. He surpassed Edison in electricity pioneering and in managing workers too; but they both lost their companies in the panic of 1907. The bank always wins.",Biography & Autobiography,0.0,0.0,http://books.google.com/books/content?id=C3GYdiFM41oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Quentin R. Skrabec,0
Indistractable,"'A must-read' MARK MANSON'Exactly what most of us need in order to focus on what is important, rather than the dazzling, illuminated, unsatisfying distractions of modern life' MATT HAIG'Does exactly as it promises. Amazing' CHRIS EVANS'A guide to staying focused in an age of constant distraction' GUARDIAN'Eyal argues with impeccable logic' THE TIMES'Masses of really useful arsenal and some very interesting studies about how to be less distracted in the world' PANDORA SYKES'Now there's a way we can regain our ability to focus' RED___________________________We are living through a crisis of distraction. Plans get sidetracked, friends are ignored, work never seems to get done. Why does it feel like we're distracting our lives away?In Indistractable, behavioural designer Nir Eyal shows what life could look like if you followed through on your intentions. Instead of suggesting a digital detox, Eyal reveals the hidden psychology driving you to distraction, and teaches you how to make pacts with yourself to keep your brain on track. Indistractable is a guide to making decisions and seeing them through. Empowering and optimistic, this is the book that will help you design your time, realise your ambitions, and live the life you really want.",Business & Economics,0.0,0.0,http://books.google.com/books/content?id=WbMyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Nir Eyal, Julie Li",0
Technology and Society,Celebrates the creativity of humanity by examining the history of technology as a strategy to solve real-world problems.,History,0.0,0.0,http://books.google.com/books/content?id=Eb-kDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Andrew Ede,0
The Origins of Japanese Trade Supremacy,"For many in the West, the emergence of Japan as an economic superpower has been as surprising as it has been sudden. After its defeat in World War II, Japan hardly appeared a candidate to lead industrialized nations in productivity and technological innovation, and the ""Japanese miracle"" is often explained as the result of U.S. aid and protection in the postwar years. In The Origins of Japanese Trade Supremacy, Christopher Howe locates the sources of Japan's current commercial and financial strength in events tnat occurred well before 1945. In this revisionist account, Howe traces the history of Japanese trade over four centuries to show that the Japanese mastery of trade with the outside world began as long ago as the sixteenth century, with Japan's first contact with European trading partners. Although profitable, this early contact was so destabilizing that the Japanese leadership soon restricted foreign trade mainly to Asian partners. From the early seventeenth to the middle of the nineteenth centuries, Japan developed in relative isolation. Though secluded from the scientific and economic revolutions in the West, Japan proved adept at finding novel solutions to its own problems, and its economy grew in size, diversity, and technological and institutional sophistication. By the nineteenth century, when contacts with the West were reestablished. Japan had developed a remarkable capacity to absorb foreign technologies and to adapt and create new institutions, while retaining significant elements of its traditional system of values. Most importantly, Japan's long-standing reliance on its own ingenuity to solve problems continued to flourish. This tradition, born of necessity, is the most important foundation for Japan's current position as a world economic power.",Foreign trade promotion,0.0,0.0,,Christopher Howe,0
The Secret Power,"""A novel of scientific prophesy, where a beautiful golden-haired woman, Morgana, invents an airship powered by fantastical machinery, and her colleague, Roger Seaton, has discovered how to harness radioactivity to create a massive force of destruction""--Synopsis from MarieCorelli.org.uk.",Airships,0.0,0.0,http://books.google.com/books/content?id=OcpVbmBX-6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Marie Corelli,0
Ethics and Technology,"Explores current issues in the field of cyberethics, including questions about onlinepersonal privacy, sharing music, and unreliable software, and analyzes the practical, moral, and legal implications of each issue.",Business & Economics,0.0,0.0,http://books.google.com/books/content?id=lMLbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Herman T. Tavani,0
Scientific and Technical Information Resources,"This book focuses on current practices in scientific and technical communication, historical aspects, and characteristics and bibliographic control of various forms of scientific and technical literature. It integrates the inventory approach for scientific and technical communication.",COMPUTERS,0.0,0.0,http://books.google.com/books/content?id=kUnPzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,K. Subramanyam,0
Freeze-drying of Pharmaceuticals and Biopharmaceuticals,"Aimed at product and process developers in the biopharmaceutical industry and academia, this is the first book to describe freeze-drying, as related to the pharmaceutical industry.",Medical,4.0,1.0,http://books.google.com/books/content?id=-0gkSrMyyNAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Felix Franks, Tony Auffret",1
Agricultural Impacts of Climate Change,"Conservation agriculture is a sustainable production model that not only optimizes crop yields, but also reaps economic and environmental benefits as well. The adoption of successful conservation agriculture methods has resulted in energy savings, higher organic matter content and biotic activity in soil, increased crop-water availability and thus resilience to drought, improved recharge of aquifers, less erosion, and reduced impacts from the weather associated with climate change in general. Agricultural Impacts of Climate Change examines several important aspects of crop production, such as climate change, soil management, farm machinery, and different methods for sustainable conservation agriculture. It presents spatial distribution of a daily, monthly and annual precipitation concentration indices, Diffuse Reflectance Fourier Transform Infrared Spectroscopy for analyzing the organic matter in soil, and adaptation strategies for climate-related plant disease scenarios. It also discusses solar energy-based greenhouse modeling, precision farming using remote sensing and GIS, and various types of machinery used for conservation agriculture. Features: Examines the effects of climate change on agriculture and the related strategies for mitigation through practical, real-world examples Explores innovative on-farm technology options to increase system efficiency resulting in improved water usage Presents examples of precision farming using climate-resilient technologies",Agriculture,0.0,0.0,http://books.google.com/books/content?id=YocmxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Rohitashw Kumar, Rasoul Mirabbasi",0
Guide to Information Sources in Engineering,"The only source that focuses exclusively on engineering and technology, this important guide maps the dynamic and changing field of information sources published for engineers in recent years. Lord highlights basic perspectives, access tools, and English-language resources—directories, encyclopedias, yearbooks, dictionaries, databases, indexes, libraries, buyer's guides, Internet resources, and more. Substantial emphasis is placed on digital resources. The author also discusses how engineers and scientists use information, the culture and generation of scientific information, different types of engineering information, and the tools and resources you need to locate and access that material. Other sections describe regulations, standards and specifications, government resources, professional and trade associations, and education and career resources. Engineers, scientists, librarians, and other information professionals working with engineering and technology information will welcome this research",Language Arts & Disciplines,0.0,0.0,http://books.google.com/books/content?id=yW1RAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Charles Lord,0
Content,A collection of previously published articles and essays.,Law,4.0,3.0,http://books.google.com/books/content?id=VUYhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Cory Doctorow,1
McGraw-Hill Dictionary of Science and Engineering,"Over 35,000 terms representing 102 fields of science and engineering. The various fields are listed and defined. Each entry gives term, its field, definition(s), and cross references.",Mathematics,0.0,0.0,,Sybil P. Parker,0
Handbook to Life in America,"Examines the history of people, places, and events that defined the American colonial and revolutionary era.",Amusements,0.0,0.0,http://books.google.com/books/content?id=lOGxKzTnPHsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Rodney P. Carlisle,0
